job_title,company,industry,location,required_skills,experience_level,salary_range,job_description,posting_date,demand_label,Certificates,skill_count,salary_avg
software developer,Company_248,e-commerce,remote,"Power BI, Excel, SQL",senior,7-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-29,Low,None,3,7.0
cloud engineer,Company_477,it,mumbai,"Python, Deep Learning, NLP",fresher,9-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-05,High,AWS Certified Solutions Architect,3,9.0
data scientist,Company_367,healthcare,hyderabad,"AWS, Docker, Kubernetes",junior,9-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-27,Medium,Certified Data Scientist,3,9.0
ai engineer,Company_241,healthcare,delhi,"Python, SQL, Machine Learning",fresher,7-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-28,Medium,None,3,7.0
ml engineer,Company_415,automobile,bangalore,"AWS, Docker, Kubernetes",fresher,8-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-31,Medium,None,3,8.0
business analyst,Company_60,manufacturing,hyderabad,"Python, Data Analysis, Statistics",mid,4-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-22,Medium,None,3,4.0
data analyst,Company_195,manufacturing,remote,"Java, Spring, Microservices",fresher,7-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-25,Medium,Google Data Analytics Certificate,3,7.0
business analyst,Company_75,education,chennai,"Power BI, Excel, SQL",mid,10-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-25,High,None,3,10.0
frontend developer,Company_137,e-commerce,hyderabad,"Linux, Networking, Security",fresher,9-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-09,High,None,3,9.0
cyber security analyst,Company_232,finance,remote,"JavaScript, React, HTML, CSS",fresher,5-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-05,High,Cybersecurity Essentials,4,5.0
ml engineer,Company_122,automobile,bangalore,"AWS, Docker, Kubernetes",fresher,3-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-22,High,None,3,3.0
product manager,Company_427,e-commerce,hyderabad,"Linux, Networking, Security",mid,4-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-15,Medium,None,3,4.0
devops engineer,Company_213,e-commerce,delhi,"AWS, Docker, Kubernetes",fresher,10-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-15,High,None,3,10.0
software developer,Company_189,automobile,delhi,"Python, SQL, Machine Learning",junior,4-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-16,Low,None,3,4.0
software developer,Company_172,it,remote,"Python, Deep Learning, NLP",fresher,10-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-23,Medium,None,3,10.0
devops engineer,Company_345,healthcare,kolkata,"Python, SQL, Machine Learning",junior,4-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-12,Medium,None,3,4.0
ai engineer,Company_111,finance,delhi,"Python, SQL, Machine Learning",senior,6-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-09,High,None,3,6.0
data scientist,Company_435,automobile,bangalore,"Power BI, Excel, SQL",fresher,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-14,High,Certified Data Scientist,3,7.0
product manager,Company_171,finance,bangalore,"Power BI, Excel, SQL",fresher,3-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-14,Medium,None,3,3.0
product manager,Company_144,manufacturing,hyderabad,"Java, Spring, Microservices",senior,5-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-01,Medium,None,3,5.0
business analyst,Company_132,automobile,bangalore,"Power BI, Excel, SQL",junior,7-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-22,Medium,None,3,7.0
ai engineer,Company_205,telecom,pune,"JavaScript, React, HTML, CSS",mid,8-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-15,Medium,None,4,8.0
software developer,Company_485,it,remote,"Linux, Networking, Security",fresher,8-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-28,Medium,None,3,8.0
ai engineer,Company_113,education,hyderabad,"Python, SQL, Machine Learning",mid,7-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-18,Low,None,3,7.0
business analyst,Company_477,telecom,remote,"Python, SQL, Machine Learning",fresher,8-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-29,Medium,None,3,8.0
cyber security analyst,Company_234,education,remote,"Python, Data Analysis, Statistics",junior,7-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-15,Medium,Cybersecurity Essentials,3,7.0
data scientist,Company_290,finance,mumbai,"Java, Spring, Microservices",mid,9-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-13,High,Certified Data Scientist,3,9.0
business analyst,Company_207,education,kolkata,"AWS, Docker, Kubernetes",junior,8-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-24,High,None,3,8.0
frontend developer,Company_373,healthcare,hyderabad,"Python, Data Analysis, Statistics",junior,8-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-23,Low,None,3,8.0
data analyst,Company_423,manufacturing,hyderabad,"AWS, Docker, Kubernetes",senior,5-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-30,Medium,Google Data Analytics Certificate,3,5.0
devops engineer,Company_440,education,pune,"AWS, Docker, Kubernetes",fresher,10-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-04,High,None,3,10.0
business analyst,Company_247,automobile,pune,"Java, Spring, Microservices",senior,8-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-21,Medium,None,3,8.0
software developer,Company_489,healthcare,delhi,"Python, Deep Learning, NLP",fresher,5-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-05,Low,None,3,5.0
ml engineer,Company_463,it,pune,"Python, Deep Learning, NLP",fresher,8-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-09,Low,None,3,8.0
data scientist,Company_414,education,bangalore,"Linux, Networking, Security",senior,10-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-10,Low,Certified Data Scientist,3,10.0
software developer,Company_349,automobile,remote,"Python, Deep Learning, NLP",fresher,4-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-18,Medium,None,3,4.0
ai engineer,Company_15,e-commerce,delhi,"JavaScript, React, HTML, CSS",junior,9-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-20,Medium,None,4,9.0
software developer,Company_91,finance,delhi,"Java, Spring, Microservices",junior,3-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-07,Low,None,3,3.0
ml engineer,Company_389,manufacturing,bangalore,"Python, Data Analysis, Statistics",fresher,6-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-28,High,None,3,6.0
software developer,Company_98,telecom,pune,"Java, Spring, Microservices",senior,5-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-05,Medium,None,3,5.0
backend developer,Company_153,manufacturing,hyderabad,"Linux, Networking, Security",senior,4-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-04,High,None,3,4.0
cyber security analyst,Company_413,e-commerce,kolkata,"Python, SQL, Machine Learning",mid,7-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-16,Low,Cybersecurity Essentials,3,7.0
devops engineer,Company_465,it,pune,"JavaScript, React, HTML, CSS",fresher,4-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-30,Low,None,4,4.0
ai engineer,Company_8,telecom,remote,"JavaScript, React, HTML, CSS",junior,4-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-04,Medium,None,4,4.0
ml engineer,Company_227,manufacturing,delhi,"Linux, Networking, Security",senior,4-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-26,High,None,3,4.0
backend developer,Company_476,manufacturing,bangalore,"Linux, Networking, Security",fresher,8-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-15,Low,None,3,8.0
cloud engineer,Company_341,education,bangalore,"JavaScript, React, HTML, CSS",senior,10-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-07,High,AWS Certified Solutions Architect,4,10.0
software developer,Company_281,it,hyderabad,"Java, Spring, Microservices",senior,7-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-11,High,None,3,7.0
data analyst,Company_229,finance,mumbai,"JavaScript, React, HTML, CSS",fresher,10-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-04,High,Google Data Analytics Certificate,4,10.0
data scientist,Company_116,telecom,chennai,"JavaScript, React, HTML, CSS",senior,5-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-05,Medium,Certified Data Scientist,4,5.0
ai engineer,Company_227,automobile,pune,"Power BI, Excel, SQL",fresher,7-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-16,Medium,None,3,7.0
software developer,Company_70,finance,hyderabad,"Python, Deep Learning, NLP",junior,3-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-28,High,None,3,3.0
product manager,Company_147,education,chennai,"Python, Deep Learning, NLP",senior,4-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-05,Medium,None,3,4.0
data scientist,Company_382,healthcare,bangalore,"JavaScript, React, HTML, CSS",fresher,6-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-11,Low,Certified Data Scientist,4,6.0
ai engineer,Company_395,finance,bangalore,"Java, Spring, Microservices",fresher,6-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-19,High,None,3,6.0
data analyst,Company_377,finance,chennai,"Java, Spring, Microservices",junior,8-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-30,High,Google Data Analytics Certificate,3,8.0
product manager,Company_407,manufacturing,delhi,"Python, Data Analysis, Statistics",senior,8-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-02,Medium,None,3,8.0
backend developer,Company_391,manufacturing,pune,"Linux, Networking, Security",fresher,7-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-09,High,None,3,7.0
